,plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety_x,crop2Variety_x,crop3Variety_x,seedTreatment1Bool_x,seedTreatment2Bool_x,seedTreatment3Bool_x,sowingReason_x,crop1SowingDensity_x,crop2SowingDensity_x,crop3SowingDensity_x,crop1SowingDepth_x,crop2SowingDepth_x,crop3SowingDepth_x,sowingTimelinessDescription_x,comments,site,activity_type,date,costs_activity_dollars,costs_product_applied_dollars,revenue_crops_dollars,harvestOutcome_x,harvestReason_x,crop1Yield_x,crop2Yield_x,crop3Yield_x,terminationState_x,crop1Variety_y,crop2Variety_y,crop3Variety_y,seedTreatment1Bool_y,seedTreatment2Bool_y,seedTreatment3Bool_y,sowingReason_y,crop1SowingDensity_y,crop2SowingDensity_y,crop3SowingDensity_y,crop1SowingDepth_y,crop2SowingDepth_y,crop3SowingDepth_y,sowingTimelinessDescription_y,harvestOutcome_y,harvestReason_y,crop1Yield_y,crop2Yield_y,crop3Yield_y,terminationState_y,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,name,unitsAppliedKgOrLitres,appliedAmount,targetPest_x,targetPest_y,targetPest
241,EDILLILIE_S1.3_P1212_R2,2023,12,21,,,,,,,,,,,,,,,,,,1.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roundup,L,1.5,,,
242,EDILLILIE_S1.3_P1212_R3,2023,5,12,,,,,,,,,,,,,,,,,,0.075L/ha applied spike to glyphosate to help control broadleaf weeds. Pre-sow knockdown,edillilie,herbicide,2023-05-12,11.0,1.182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxyflurfen,L,0.075,,,
243,EDILLILIE_S1.3_P1212_R3,2023,5,12,,,,,,,,,,,,,,,,,,1.5L/ha applied pre-em control wireweed and ryegrass,edillilie,herbicide,2023-05-12,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin ,L,1.5,,,
244,EDILLILIE_S1.3_P1212_R3,2023,5,12,,,,,,,,,,,,,,,,,,"150kg/ha applied at sowing, Impact fungicide applied for early fungal disease control ",edillilie,fertiliser,2023-05-12,8.5,97.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:13:0:9,kg,150.0,,,
245,EDILLILIE_S1.3_P1212_R3,2023,5,12,,,,,,,,,,,,,,,,,,1L/ha applied pre-em control of ryegrass,edillilie,herbicide,2023-05-12,11.0,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rustler,L,1.0,,,
246,EDILLILIE_S1.3_P1212_R3,2023,5,12,,,,,,,,,,,,,,,,,,"2L/ha applied to volunteer canola, some small ryegrass. Pre-sow knockdown",edillilie,herbicide,2023-05-12,11.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate 540g/l,L,2.0,,,
247,EDILLILIE_S1.3_P1212_R3,2023,5,12,canola,,,nuseed emu tf,,,True,,,sale,50.0,,,20.0,,,On-time,,edillilie,sowing,2023-05-12,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,EDILLILIE_S1.3_P1212_R3,2023,5,18,,,,,,,,,,,,,,,,,,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes",edillilie,pesticide,2023-05-18,11.0,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrenix Super ,L,1.0,faw,,
249,EDILLILIE_S1.3_P1212_R3,2023,5,29,,,,,,,,,,,,,,,,,,0.33L/ha applied post-em control of ryegrass GS 6 leaf ,edillilie,herbicide,2023-05-29,11.0,6.765000000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clethodim,L,0.33,,,
250,EDILLILIE_S1.3_P1212_R3,2023,5,29,,,,,,,,,,,,,,,,,,1.5L/ha applied post-em control vol canola GS 6 leaf,edillilie,herbicide,2023-05-29,11.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial ,L,1.5,,,
251,EDILLILIE_S1.3_P1212_R3,2023,5,29,,,,,,,,,,,,,,,,,,"2kg/ha applied to control Slugs, earwigs, snails ",edillilie,pesticide,2023-05-29,11.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transcend,kg,2.0,faw,,
252,EDILLILIE_S1.3_P1212_R3,2023,6,1,Canola,,,,,,,,,,,,,,,,,,edillilie,termination,2023-06-01,80.0,0.0,1110.892,success,sale,1786.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,EDILLILIE_S1.3_P1212_R3,2023,6,20,,,,,,,,,,,,,,,,,,"100kg/ha applied at top dressing, all treatments, 4-6 leag",edillilie,fertiliser,2023-06-20,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
254,EDILLILIE_S1.3_P1212_R3,2023,6,29,,,,,,,,,,,,,,,,,,"3L/ha applied as foliar spray, in line with district practice",edillilie,fertiliser,2023-06-29,8.5,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Trace Triple,L,3.0,,,
255,EDILLILIE_S1.3_P1212_R3,2023,7,12,,,,,,,,,,,,,,,,,,100kg/ha applied at top dressing - stem elongation,edillilie,fertiliser,2023-07-12,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
256,EDILLILIE_S1.3_P1212_R3,2023,7,24,,,,,,,,,,,,,,,,,,0.6L/ha applied - Prophylactic control of UCI Blackleg in line with district practice. ,edillilie,fungicide,2023-07-24,11.0,32.699999999999996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aviator Xpro,L,0.6,,,
257,EDILLILIE_S1.3_P1212_R3,2023,7,31,,,,,,,,,,,,,,,,,,200kg/ha applied at top dressing - stem elongation,edillilie,fertiliser,2023-07-31,8.5,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,200.0,,,
258,EDILLILIE_S1.3_P1212_R3,2023,9,11,,,,,,,,,,,,,,,,,,0.1L/ha applied to control of native budworm ,edillilie,pesticide,2023-09-11,11.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha-scud,L,0.1,faw,,
259,EDILLILIE_S1.3_P1212_R3,2023,12,21,,,,,,,,,,,,,,,,,,0.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,2.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4-D",L,0.5,,,
260,EDILLILIE_S1.3_P1212_R3,2023,12,21,,,,,,,,,,,,,,,,,,1.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roundup,L,1.5,,,
261,EDILLILIE_S1.3_P2121_R1,2023,5,12,,,,,,,,,,,,,,,,,,0.075L/ha applied spike to glyphosate to help control broadleaf weeds. Pre-sow knockdown,edillilie,herbicide,2023-05-12,11.0,1.182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxyflurfen,L,0.075,,,
262,EDILLILIE_S1.3_P2121_R1,2023,5,12,,,,,,,,,,,,,,,,,,0.118kg/ha applied pre-em control of ryegrass,edillilie,herbicide,2023-05-12,11.0,40.4976,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakura ,kg,0.118,,,
263,EDILLILIE_S1.3_P2121_R1,2023,5,12,,,,,,,,,,,,,,,,,,1.5L/ha applied pre-em control wireweed and ryegrass,edillilie,herbicide,2023-05-12,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin ,L,1.5,,,
264,EDILLILIE_S1.3_P2121_R1,2023,5,12,,,,,,,,,,,,,,,,,,"100kg/ha applied at sowing, Impact fungicide applied for early fungal disease control ",edillilie,fertiliser,2023-05-12,8.5,57.49999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,100.0,,,
265,EDILLILIE_S1.3_P2121_R1,2023,5,12,,,,,,,,,,,,,,,,,,"2L/ha applied to volunteer canola, some small ryegrass. Pre-sow knockdown",edillilie,herbicide,2023-05-12,11.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate 540g/l,L,2.0,,,
266,EDILLILIE_S1.3_P2121_R1,2023,5,12,wheat,,,calibre,,,True,,,sale,180.0,,,50.0,,,On-time,,edillilie,sowing,2023-05-12,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,EDILLILIE_S1.3_P2121_R1,2023,5,18,,,,,,,,,,,,,,,,,,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes",edillilie,pesticide,2023-05-18,11.0,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrenix Super ,L,1.0,faw,,
268,EDILLILIE_S1.3_P2121_R1,2023,5,29,,,,,,,,,,,,,,,,,,0.025kg/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm ,kg,0.025,,,
269,EDILLILIE_S1.3_P2121_R1,2023,5,29,,,,,,,,,,,,,,,,,,0.35L/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,2.849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCPA LVE ,L,0.35,,,
270,EDILLILIE_S1.3_P2121_R1,2023,5,29,,,,,,,,,,,,,,,,,,"0.3L/ha applied - Prophylactic control of septoria, powdery mildew, eyespot. In line with district practice GS 25",edillilie,fungicide,2023-05-29,11.0,22.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prosaro ,L,0.3,,,
271,EDILLILIE_S1.3_P2121_R1,2023,6,1,wheat,,,,,,,,,,,,,,,,,,edillilie,termination,2023-06-01,80.0,0.0,1105.5,success,sale,3350.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,EDILLILIE_S1.3_P2121_R1,2023,6,20,,,,,,,,,,,,,,,,,,"100kg/ha applied top dressing, all treatments, early tillering",edillilie,fertiliser,2023-06-20,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
273,EDILLILIE_S1.3_P2121_R1,2023,6,29,,,,,,,,,,,,,,,,,,"3L/ha applied as foliar spray, in line with district practice",edillilie,fertiliser,2023-06-29,8.5,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Trace Triple,L,3.0,,,
274,EDILLILIE_S1.3_P2121_R1,2023,7,11,,,,,,,,,,,,,,,,,,100kg/ha applied at top dressing - late tillering,edillilie,fertiliser,2023-07-11,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
275,EDILLILIE_S1.3_P2121_R1,2023,7,31,,,,,,,,,,,,,,,,,,200kg/ha applied at top dressing - early flowering ,edillilie,fertiliser,2023-07-31,8.5,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,200.0,,,
276,EDILLILIE_S1.3_P2121_R1,2023,9,1,,,,,,,,,,,,,,,,,,0.4L/ha applied - Prophylactic control  sceptoria and powdery mildew control as per district practice ,edillilie,fungicide,2023-09-01,11.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amistar,L,0.4,,,
277,EDILLILIE_S1.3_P2121_R1,2023,12,21,,,,,,,,,,,,,,,,,,0.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,2.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4-D",L,0.5,,,
278,EDILLILIE_S1.3_P2121_R1,2023,12,21,,,,,,,,,,,,,,,,,,1.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roundup,L,1.5,,,
279,EDILLILIE_S1.3_P2121_R2,2023,5,12,,,,,,,,,,,,,,,,,,0.075L/ha applied spike to glyphosate to help control broadleaf weeds. Pre-sow knockdown,edillilie,herbicide,2023-05-12,11.0,1.182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxyflurfen,L,0.075,,,
280,EDILLILIE_S1.3_P2121_R2,2023,5,12,,,,,,,,,,,,,,,,,,0.118kg/ha applied pre-em control of ryegrass,edillilie,herbicide,2023-05-12,11.0,40.4976,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakura ,kg,0.118,,,
281,EDILLILIE_S1.3_P2121_R2,2023,5,12,,,,,,,,,,,,,,,,,,1.5L/ha applied pre-em control wireweed and ryegrass,edillilie,herbicide,2023-05-12,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin ,L,1.5,,,
282,EDILLILIE_S1.3_P2121_R2,2023,5,12,,,,,,,,,,,,,,,,,,"100kg/ha applied at sowing, Impact fungicide applied for early fungal disease control ",edillilie,fertiliser,2023-05-12,8.5,57.49999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,100.0,,,
283,EDILLILIE_S1.3_P2121_R2,2023,5,12,,,,,,,,,,,,,,,,,,"2L/ha applied to volunteer canola, some small ryegrass. Pre-sow knockdown",edillilie,herbicide,2023-05-12,11.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate 540g/l,L,2.0,,,
284,EDILLILIE_S1.3_P2121_R2,2023,5,12,wheat,,,calibre,,,True,,,sale,180.0,,,50.0,,,On-time,,edillilie,sowing,2023-05-12,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,EDILLILIE_S1.3_P2121_R2,2023,5,18,,,,,,,,,,,,,,,,,,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes",edillilie,pesticide,2023-05-18,11.0,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrenix Super ,L,1.0,faw,,
286,EDILLILIE_S1.3_P2121_R2,2023,5,29,,,,,,,,,,,,,,,,,,0.025kg/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm ,kg,0.025,,,
287,EDILLILIE_S1.3_P2121_R2,2023,5,29,,,,,,,,,,,,,,,,,,0.35L/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,2.849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCPA LVE ,L,0.35,,,
288,EDILLILIE_S1.3_P2121_R2,2023,5,29,,,,,,,,,,,,,,,,,,"0.3L/ha applied - Prophylactic control of septoria, powdery mildew, eyespot. In line with district practice GS 25",edillilie,fungicide,2023-05-29,11.0,22.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prosaro ,L,0.3,,,
289,EDILLILIE_S1.3_P2121_R2,2023,6,1,wheat,,,,,,,,,,,,,,,,,,edillilie,termination,2023-06-01,80.0,0.0,1239.15,success,sale,3755.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,EDILLILIE_S1.3_P2121_R2,2023,6,20,,,,,,,,,,,,,,,,,,"100kg/ha applied top dressing, all treatments, early tillering",edillilie,fertiliser,2023-06-20,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
291,EDILLILIE_S1.3_P2121_R2,2023,6,29,,,,,,,,,,,,,,,,,,"3L/ha applied as foliar spray, in line with district practice",edillilie,fertiliser,2023-06-29,8.5,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Trace Triple,L,3.0,,,
292,EDILLILIE_S1.3_P2121_R2,2023,7,11,,,,,,,,,,,,,,,,,,100kg/ha applied at top dressing - late tillering,edillilie,fertiliser,2023-07-11,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
293,EDILLILIE_S1.3_P2121_R2,2023,7,31,,,,,,,,,,,,,,,,,,200kg/ha applied at top dressing - early flowering ,edillilie,fertiliser,2023-07-31,8.5,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,200.0,,,
294,EDILLILIE_S1.3_P2121_R2,2023,9,1,,,,,,,,,,,,,,,,,,0.4L/ha applied - Prophylactic control  sceptoria and powdery mildew control as per district practice ,edillilie,fungicide,2023-09-01,11.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amistar,L,0.4,,,
295,EDILLILIE_S1.3_P2121_R2,2023,12,21,,,,,,,,,,,,,,,,,,0.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,2.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4-D",L,0.5,,,
296,EDILLILIE_S1.3_P2121_R2,2023,12,21,,,,,,,,,,,,,,,,,,1.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roundup,L,1.5,,,
297,EDILLILIE_S1.3_P2121_R3,2023,5,12,,,,,,,,,,,,,,,,,,0.075L/ha applied spike to glyphosate to help control broadleaf weeds. Pre-sow knockdown,edillilie,herbicide,2023-05-12,11.0,1.182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxyflurfen,L,0.075,,,
298,EDILLILIE_S1.3_P2121_R3,2023,5,12,,,,,,,,,,,,,,,,,,0.118kg/ha applied pre-em control of ryegrass,edillilie,herbicide,2023-05-12,11.0,40.4976,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakura ,kg,0.118,,,
299,EDILLILIE_S1.3_P2121_R3,2023,5,12,,,,,,,,,,,,,,,,,,1.5L/ha applied pre-em control wireweed and ryegrass,edillilie,herbicide,2023-05-12,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin ,L,1.5,,,
300,EDILLILIE_S1.3_P2121_R3,2023,5,12,,,,,,,,,,,,,,,,,,"100kg/ha applied at sowing, Impact fungicide applied for early fungal disease control ",edillilie,fertiliser,2023-05-12,8.5,57.49999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,100.0,,,
301,EDILLILIE_S1.3_P2121_R3,2023,5,12,,,,,,,,,,,,,,,,,,"2L/ha applied to volunteer canola, some small ryegrass. Pre-sow knockdown",edillilie,herbicide,2023-05-12,11.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate 540g/l,L,2.0,,,
302,EDILLILIE_S1.3_P2121_R3,2023,5,12,wheat,,,calibre,,,True,,,sale,180.0,,,50.0,,,On-time,,edillilie,sowing,2023-05-12,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,EDILLILIE_S1.3_P2121_R3,2023,5,18,,,,,,,,,,,,,,,,,,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes",edillilie,pesticide,2023-05-18,11.0,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrenix Super ,L,1.0,faw,,
304,EDILLILIE_S1.3_P2121_R3,2023,5,29,,,,,,,,,,,,,,,,,,0.025kg/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm ,kg,0.025,,,
305,EDILLILIE_S1.3_P2121_R3,2023,5,29,,,,,,,,,,,,,,,,,,0.35L/ha applied post-em control vol canola GS25,edillilie,herbicide,2023-05-29,11.0,2.849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCPA LVE ,L,0.35,,,
306,EDILLILIE_S1.3_P2121_R3,2023,5,29,,,,,,,,,,,,,,,,,,"0.3L/ha applied - Prophylactic control of septoria, powdery mildew, eyespot. In line with district practice GS 25",edillilie,fungicide,2023-05-29,11.0,22.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prosaro ,L,0.3,,,
307,EDILLILIE_S1.3_P2121_R3,2023,6,1,wheat,,,,,,,,,,,,,,,,,,edillilie,termination,2023-06-01,80.0,0.0,1340.13,success,sale,4061.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,EDILLILIE_S1.3_P2121_R3,2023,6,20,,,,,,,,,,,,,,,,,,"100kg/ha applied top dressing, all treatments, early tillering",edillilie,fertiliser,2023-06-20,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
309,EDILLILIE_S1.3_P2121_R3,2023,6,29,,,,,,,,,,,,,,,,,,"3L/ha applied as foliar spray, in line with district practice",edillilie,fertiliser,2023-06-29,8.5,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Trace Triple,L,3.0,,,
310,EDILLILIE_S1.3_P2121_R3,2023,7,11,,,,,,,,,,,,,,,,,,100kg/ha applied at top dressing - late tillering,edillilie,fertiliser,2023-07-11,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
311,EDILLILIE_S1.3_P2121_R3,2023,7,31,,,,,,,,,,,,,,,,,,200kg/ha applied at top dressing - early flowering ,edillilie,fertiliser,2023-07-31,8.5,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,200.0,,,
312,EDILLILIE_S1.3_P2121_R3,2023,9,1,,,,,,,,,,,,,,,,,,0.4L/ha applied - Prophylactic control  sceptoria and powdery mildew control as per district practice ,edillilie,fungicide,2023-09-01,11.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amistar,L,0.4,,,
313,EDILLILIE_S1.3_P2121_R3,2023,12,21,,,,,,,,,,,,,,,,,,0.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,2.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4-D",L,0.5,,,
314,EDILLILIE_S1.3_P2121_R3,2023,12,21,,,,,,,,,,,,,,,,,,1.5L/ha applied to control of summer weeds and volunteer crop as per district practice ,edillilie,herbicide,2023-12-21,11.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roundup,L,1.5,,,
315,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,0.075L/ha applied spike to glyphosate to help control broadleaf weeds. Pre-sow knockdown,edillilie,herbicide,2023-05-12,11.0,1.182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxyflurfen,L,0.075,,,
316,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,0.2kg/ha applied pre-em control of broadleaf weeds IBS,edillilie,herbicide,2023-05-12,11.0,1.5060000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simazine 900,kg,0.2,,,
317,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,0.5L/ha applied pre-em control of broadleaf weeds (canola) IBS,edillilie,herbicide,2023-05-12,11.0,7.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reflex ,L,0.5,,,
318,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,1.5L/ha applied pre-em control wireweed and ryegrass,edillilie,herbicide,2023-05-12,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin ,L,1.5,,,
319,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,100kg/ha applied at sowing,edillilie,fertiliser,2023-05-12,8.5,57.49999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAP,kg,100.0,,,
320,EDILLILIE_S2.1_P1234_R1,2023,5,12,,,,,,,,,,,,,,,,,,"2L/ha applied to volunteer canola, some small ryegrass. Pre-sow knockdown",edillilie,herbicide,2023-05-12,11.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate 540g/l,L,2.0,,,
