,plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments,site,activity_type,date,costs_activity_dollars,costs_product_applied_dollars,revenue_crops_dollars,SITE,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,name,unitsAppliedKgOrLitres,appliedAmount,targetPest
4680,KINNABULLA_S10_P2312_R1,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4681,KINNABULLA_S10_P2312_R1,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4682,KINNABULLA_S10_P2312_R1,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4683,KINNABULLA_S10_P2312_R1,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4684,KINNABULLA_S10_P2312_R1,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4685,KINNABULLA_S10_P2312_R1,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4686,KINNABULLA_S10_P2312_R1,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4687,KINNABULLA_S10_P2312_R1,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4688,KINNABULLA_S10_P2312_R1,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4689,KINNABULLA_S10_P2312_R1,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4690,KINNABULLA_S10_P2312_R1,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1941.72,,success,sale,5884.0,,,stubble,,,,
4691,KINNABULLA_S10_P2312_R1,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4692,KINNABULLA_S10_P2312_R1,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4693,KINNABULLA_S10_P2312_R1,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4694,KINNABULLA_S10_P2312_R2,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4695,KINNABULLA_S10_P2312_R2,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4696,KINNABULLA_S10_P2312_R2,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4697,KINNABULLA_S10_P2312_R2,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4698,KINNABULLA_S10_P2312_R2,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4699,KINNABULLA_S10_P2312_R2,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4700,KINNABULLA_S10_P2312_R2,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4701,KINNABULLA_S10_P2312_R2,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4702,KINNABULLA_S10_P2312_R2,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4703,KINNABULLA_S10_P2312_R2,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4704,KINNABULLA_S10_P2312_R2,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1572.1200000000001,,success,sale,4764.0,,,stubble,,,,
4705,KINNABULLA_S10_P2312_R2,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4706,KINNABULLA_S10_P2312_R2,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4707,KINNABULLA_S10_P2312_R2,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4708,KINNABULLA_S10_P2312_R3,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4709,KINNABULLA_S10_P2312_R3,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4710,KINNABULLA_S10_P2312_R3,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4711,KINNABULLA_S10_P2312_R3,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4712,KINNABULLA_S10_P2312_R3,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4713,KINNABULLA_S10_P2312_R3,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4714,KINNABULLA_S10_P2312_R3,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4715,KINNABULLA_S10_P2312_R3,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4716,KINNABULLA_S10_P2312_R3,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4717,KINNABULLA_S10_P2312_R3,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4718,KINNABULLA_S10_P2312_R3,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1527.24,,success,sale,4628.0,,,stubble,,,,
4719,KINNABULLA_S10_P2312_R3,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4720,KINNABULLA_S10_P2312_R3,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4721,KINNABULLA_S10_P2312_R3,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4722,KINNABULLA_S10_P3123_R1,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4723,KINNABULLA_S10_P3123_R1,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4724,KINNABULLA_S10_P3123_R1,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4725,KINNABULLA_S10_P3123_R1,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4726,KINNABULLA_S10_P3123_R1,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4727,KINNABULLA_S10_P3123_R1,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4728,KINNABULLA_S10_P3123_R1,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4729,KINNABULLA_S10_P3123_R1,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4730,KINNABULLA_S10_P3123_R1,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4731,KINNABULLA_S10_P3123_R1,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4732,KINNABULLA_S10_P3123_R1,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1943.0400000000002,,success,sale,5888.0,,,stubble,,,,
4733,KINNABULLA_S10_P3123_R1,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4734,KINNABULLA_S10_P3123_R1,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4735,KINNABULLA_S10_P3123_R1,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4736,KINNABULLA_S10_P3123_R2,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4737,KINNABULLA_S10_P3123_R2,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4738,KINNABULLA_S10_P3123_R2,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4739,KINNABULLA_S10_P3123_R2,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4740,KINNABULLA_S10_P3123_R2,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4741,KINNABULLA_S10_P3123_R2,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4742,KINNABULLA_S10_P3123_R2,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4743,KINNABULLA_S10_P3123_R2,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4744,KINNABULLA_S10_P3123_R2,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4745,KINNABULLA_S10_P3123_R2,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4746,KINNABULLA_S10_P3123_R2,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1848.0,,success,sale,5600.0,,,stubble,,,,
4747,KINNABULLA_S10_P3123_R2,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4748,KINNABULLA_S10_P3123_R2,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4749,KINNABULLA_S10_P3123_R2,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4750,KINNABULLA_S10_P3123_R3,2023,5,23,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4751,KINNABULLA_S10_P3123_R3,2023,5,23,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4752,KINNABULLA_S10_P3123_R3,2023,5,23,,,,,,,,,,,,,,,,,,3L/ha applied at sowing,kinnabulla,herbicide,2023-05-23,11.0,13.5,0.0,,,,,,,,Glyphosate 450,L,3.0,
4753,KINNABULLA_S10_P3123_R3,2023,5,23,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (W, B, L)",kinnabulla,fertiliser,2023-05-23,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4754,KINNABULLA_S10_P3123_R3,2023,5,23,wheat,,,scepter,,,True,,,sale,130.0,,,30.0,,,On-time,,kinnabulla,sowing,2023-05-23,50.0,0.0,0.0,,,,,,,,,,,
4755,KINNABULLA_S10_P3123_R3,2023,6,21,,,,,,,,,,,,,,,,,,257kg/ha top dressing - Wheat D5,kinnabulla,fertiliser,2023-06-21,8.5,128.5,0.0,,,,,,,,Urea,kg,257.0,
4756,KINNABULLA_S10_P3123_R3,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4757,KINNABULLA_S10_P3123_R3,2023,7,26,,,,,,,,,,,,,,,,,,"0.025L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13 (+0.5% uptake = wetting agent)
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,Paradigm,L,0.025,
4758,KINNABULLA_S10_P3123_R3,2023,7,26,,,,,,,,,,,,,,,,,,"0.5L/ha applied to broadleaf weed control, targeting broadleaf weeds and vol lentils, GS13.
 *note - spray damage in wheat treatments",kinnabulla,herbicide,2023-07-26,11.0,4.07,0.0,,,,,,,,MCPA LVE,L,0.5,
4759,KINNABULLA_S10_P3123_R3,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4760,KINNABULLA_S10_P3123_R3,2023,12,7,wheat,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1634.49,,success,sale,4953.0,,,stubble,,,,
4761,KINNABULLA_S10_P3123_R3,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4762,KINNABULLA_S10_P3123_R3,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4763,KINNABULLA_S10_P3123_R3,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4764,KINNABULLA_S11_P1231_R1,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4765,KINNABULLA_S11_P1231_R1,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,Propyzamide,L,1.0,
4766,KINNABULLA_S11_P1231_R1,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4767,KINNABULLA_S11_P1231_R1,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4768,KINNABULLA_S11_P1231_R1,2023,5,3,tillage radish,vetch,,,morava,,False,True,,soilManagement,4.0,30.0,,30.0,,,On-time,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,,,,,
4769,KINNABULLA_S11_P1231_R1,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,Le-mat,L,0.12,insects
4770,KINNABULLA_S11_P1231_R1,2023,7,26,,,,,,,,,,,,,,,,,,"0.18L/ha applied to grass weed control, targeting brome grass & ryegrass, 2-4 node (+2% Liase = liquid adjuvant) (+0.5% Uptake = wetting agent)",kinnabulla,herbicide,2023-07-26,11.0,24.3,0.0,,,,,,,,Factor,L,0.18,
4771,KINNABULLA_S11_P1231_R1,2023,7,26,,,,,,,,,,,,,,,,,,"grass weed control, targeting brome grass & ryegrass, 2-4 node",kinnabulla,herbicide,2023-07-26,11.0,3.3,0.0,,,,,,,,Haloxyfop,L,0.075,
4772,KINNABULLA_S11_P1231_R1,2023,7,26,,,,,,,,,,,,,,,,,,"grass weed control, targeting brome grass & ryegrass, 2-4 node",kinnabulla,herbicide,2023-07-26,11.0,10.25,0.0,,,,,,,,Clethodim 360,L,0.5,
4773,KINNABULLA_S11_P1231_R1,2023,9,11,,,,,,,,,,,,,,,,,,"0.03L/ha applied early vetch, tillage radish, vetch & tillage radish termination, flowering",kinnabulla,herbicide,2023-09-11,11.0,9.0,0.0,,,,,,,,Terrador,L,0.03,
4774,KINNABULLA_S11_P1231_R1,2023,9,11,,,,,,,,,,,,,,,,,,"2L/ha applied early vetch, tillage radish, vetch & tillage radish termination, flowering (+1% Hasten = spray adjuvant)",kinnabulla,herbicide,2023-09-11,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
4775,KINNABULLA_S11_P1231_R1,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,Diquat,L,3.0,
4776,KINNABULLA_S11_P1231_R1,2023,12,7,vetch,tillage radish,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,0.0,,success,soilManagement,2307.0,1503.0,,stubble,,,,
4777,KINNABULLA_S11_P1231_R1,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,Ester,L,0.4,
4778,KINNABULLA_S11_P1231_R1,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4779,KINNABULLA_S11_P1231_R1,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,Glyphosate,L,2.5,
4780,KINNABULLA_S11_P1231_R2,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,Trifluralin,L,1.5,
4781,KINNABULLA_S11_P1231_R2,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,Propyzamide,L,1.0,
4782,KINNABULLA_S11_P1231_R2,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,Avadex,L,2.0,
4783,KINNABULLA_S11_P1231_R2,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,Granulock SZ,kg,60.0,
4784,KINNABULLA_S11_P1231_R2,2023,5,3,tillage radish,vetch,,,morava,,False,True,,soilManagement,4.0,30.0,,30.0,,,On-time,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,,,,,
